entity,code,year,population__sex_all__age_65plus__variant_estimates,population__sex_all__age_25_64__variant_estimates,population__sex_all__age_15_24__variant_estimates,population__sex_all__age_5_14__variant_estimates,population__sex_all__age_0_4__variant_estimates
World,OWID_WRL,2023,808366312,3999849869,1258386228,1370554431,654028322
